Zpid,Price,PriceLabel,Address,Bedrooms,Bathrooms,LivingArea,Latitude,Longitude,Zipcode,City,State,LotArea,LotAreaUnit,Country
45071848,329000,"","6331 S Renellie Ct, Tampa, FL 33616",3.0,1,925.0,27.875214,-82.5265,33616,Tampa,FL,11160.0,acres,USA
45098444,540000,"","1303 E New Orleans Ave, Tampa, FL 33603",5.0,4,2185.0,27.990042,-82.4447,33603,Tampa,FL,8400.0,sqft,USA
444115796,220000,"","4708 E 18th Ave, Tampa, FL 33605",2.0,2,880.0,27.968826,-82.40506,33605,Tampa,FL,8307.0,sqft,USA
45082178,385000,"","1702 E Knollwood St, Tampa, FL 33610",3.0,2,1412.0,28.008394,-82.4411,33610,Tampa,FL,7800.0,sqft,USA
2071076608,449000,"","3009 N Woodrow Ave, Tampa, FL 33603",3.0,2,1040.0,27.971275,-82.46645,33603,Tampa,FL,7625.0,sqft,USA
44872678,420000,"","7706 W Elm St, Tampa, FL 33615",4.0,2,2172.0,28.009548,-82.56583,33615,Tampa,FL,8855.0,sqft,USA
45038898,419000,"","2102 W Kirby Cir, Tampa, FL 33604",3.0,2,1274.0,28.017859,-82.48047,33604,Tampa,FL,7630.0,sqft,USA
45090430,474900,"","7208 N Ola Ave, Tampa, FL 33604",4.0,2,2059.0,28.012913,-82.46357,33604,Tampa,FL,6375.0,sqft,USA
44869387,519000,"","10609 Out Island Dr, Tampa, FL 33615",4.0,2,1702.0,28.008791,-82.6031,33615,Tampa,FL,7035.0,sqft,USA
44943343,338000,"","4916 S 83rd St, Tampa, FL 33619",4.0,2,1847.0,27.902311,-82.364426,33619,Tampa,FL,6864.0,sqft,USA
44868890,439000,"","10813 Venice Cir, Tampa, FL 33635",3.0,2,1880.0,28.011608,-82.6093,33635,Tampa,FL,5000.0,sqft,USA
51590894,400000,"","6315 S Church Ave, Tampa, FL 33616",3.0,2,1200.0,27.87446,-82.508644,33616,Tampa,FL,5350.0,sqft,USA
458842070,399900,"","6228 S Adelia Ave, Tampa, FL 33616",3.0,2,1088.0,27.876377,-82.508965,33616,Tampa,FL,6527.0,sqft,USA
54146755,315000,"","8512 Lazy River Dr, Tampa, FL 33617",3.0,2,1260.0,28.026306,-82.406715,33617,Tampa,FL,6600.0,sqft,USA
45064724,420000,"","4703 W Wallace Ave, Tampa, FL 33611",3.0,2,1041.0,27.885477,-82.523155,33611,Tampa,FL,6048.0,sqft,USA
44884779,524999,"","16604 Lake Heather Dr, Tampa, FL 33618",4.0,2,1973.0,28.10744,-82.49502,33618,Tampa,FL,6180.0,sqft,USA
45072978,400000,"","10907 N 48th St, Tampa, FL 33617",4.0,2,1764.0,28.047903,-82.404686,33617,Tampa,FL,5625.0,sqft,USA
45075527,315999,"","4210 E Sandalwood Cir N, Tampa, FL 33617",3.0,2,1025.0,28.027643,-82.41334,33617,Tampa,FL,6751.0,sqft,USA
44905006,399000,"","12805 Forest Hills Dr, Tampa, FL 33612",2.0,1,1522.0,28.064,-82.47325,33612,Tampa,FL,37157.0,acres,USA
45036371,275000,"","210 W Linebaugh Ave, Tampa, FL 33612",3.0,2,1547.0,28.039734,-82.4615,33612,Tampa,FL,7130.0,sqft,USA
44893412,359800,"","708 Lakewood Ave, Tampa, FL 33613",3.0,2,1284.0,28.083883,-82.46681,33613,Tampa,FL,6800.0,sqft,USA
99653435,460000,"","20041 Satin Leaf Ave, Tampa, FL 33647",4.0,3,2276.0,28.161703,-82.322685,33647,Tampa,FL,5581.0,sqft,USA
44864289,499900,"","7313 Brookview Cir, Tampa, FL 33634",5.0,3,1908.0,28.018461,-82.55683,33634,Tampa,FL,7504.0,sqft,USA
45042796,340000,"","2509 Emma Cir, Tampa, FL 33614",4.0,5,2496.0,27.984886,-82.48578,33614,Tampa,FL,10109.0,sqft,USA
68592955,365500,"","4893 Tuscan Loon Dr, Tampa, FL 33619",3.0,3,1572.0,27.943645,-82.40363,33619,Tampa,FL,1306.0,sqft,USA
99615329,395000,"","1905 E 23rd Ave, Tampa, FL 33605",3.0,2,1242.0,27.97153,-82.437386,33605,Tampa,FL,3818.0,sqft,USA
44869354,495000,"","6502 Ranger Dr, Tampa, FL 33615",3.0,2,1718.0,28.007523,-82.601,33615,Tampa,FL,12354.0,acres,USA
338907314,549900,"","8331 Peggy St, Tampa, FL 33615",3.0,3,2224.0,28.006104,-82.57837,33615,Tampa,FL,5100.0,sqft,USA
45039402,525000,"","3125 W Henry Ave, Tampa, FL 33614",5.0,4,2430.0,27.999641,-82.49548,33614,Tampa,FL,7171.0,sqft,USA
44871744,299900,"","6715 River Rd, Tampa, FL 33615",3.0,1,1030.0,28.010508,-82.58049,33615,Tampa,FL,6150.0,sqft,USA
45062898,535000,"","4507 S Grady Ave, Tampa, FL 33611",3.0,2,1486.0,27.89966,-82.51094,33611,Tampa,FL,7.7676192E7,acres,USA
44940739,335000,"","7618 Lavender Ln, Tampa, FL 33619",4.0,3,1580.0,27.929102,-82.36958,33619,Tampa,FL,6800.0,sqft,USA
337856757,447990,"","7227 Ronnie Gardens Ct, Tampa, FL 33619",6.0,3,2614.0,27.909107,-82.37331,33619,Tampa,FL,4400.0,sqft,USA
45103146,260000,"","2119 W Chestnut St, Tampa, FL 33607",3.0,1,966.0,27.958832,-82.481674,33607,Tampa,FL,4793.0,sqft,USA
45070436,375000,"","3123 W Napoleon Ave, Tampa, FL 33611",3.0,1,1320.0,27.871706,-82.4968,33611,Tampa,FL,8800.0,sqft,USA
45094497,489000,"","918 W Kentucky Ave, Tampa, FL 33603",3.0,1,1120.0,27.978685,-82.47315,33603,Tampa,FL,7800.0,sqft,USA
45066726,514900,"","3501 W Paxton Ave, Tampa, FL 33611",4.0,2,1396.0,27.888681,-82.50238,33611,Tampa,FL,7500.0,sqft,USA
444482973,415000,"","1819 E Eskimo Ave, Tampa, FL 33604",3.0,2,1508.0,28.02947,-82.43718,33604,Tampa,FL,5000.0,sqft,USA
45096608,525000,"","1207 E Crawford St, Tampa, FL 33604",4.0,2,2149.0,28.013128,-82.44635,33604,Tampa,FL,8640.0,sqft,USA
44935997,269000,"","5420 Baptist Church Rd, Tampa, FL 33610",3.0,2,1074.0,27.995989,-82.339554,33610,Tampa,FL,8240.0,sqft,USA
45043749,475000,"","2908 W Heiter St, Tampa, FL 33607",3.0,2,1452.0,27.974508,-82.489586,33607,Tampa,FL,5150.0,sqft,USA
45103538,350000,"","1808 N Tampania Ave, Tampa, FL 33607",3.0,1,1362.0,27.958391,-82.48733,33607,Tampa,FL,5875.0,sqft,USA
45072074,389900,"","6709 S Faul St, Tampa, FL 33616",3.0,2,1138.0,27.86906,-82.5296,33616,Tampa,FL,5000.0,sqft,USA
45080768,320000,"","8616 N Orangeview Ave, Tampa, FL 33617",3.0,2,1120.0,28.028162,-82.41475,33617,Tampa,FL,5950.0,sqft,USA
154937464,390000,"","3710 E Hamilton Ave, Tampa, FL 33604",4.0,3,1376.0,28.015318,-82.41699,33604,Tampa,FL,6250.0,sqft,USA
44921937,327000,"","8623 Snowy Owl Way, Tampa, FL 33647",2.0,2,1544.0,28.151613,-82.36028,33647,Tampa,FL,5460.0,sqft,USA
44869568,500000,"","6808 Seafairer Dr, Tampa, FL 33615",3.0,3,2446.0,28.01543,-82.60615,33615,Tampa,FL,7035.0,sqft,USA
45101392,365000,"","3112 W Dewey St, Tampa, FL 33607",3.0,1,1176.0,27.970905,-82.49411,33607,Tampa,FL,7350.0,sqft,USA
45062685,449950,"","4324 S Clark Ave, Tampa, FL 33611",3.0,2,1266.0,27.90194,-82.5121,33611,Tampa,FL,7738.0,sqft,USA
366576010,525000,"","1807 E Powhatan Ave, Tampa, FL 33610",3.0,2,1698.0,27.99854,-82.43915,33610,Tampa,FL,7100.0,sqft,USA
44884276,459900,"","16113 Tampa St, Lutz, FL 33548",3.0,2,1765.0,28.099737,-82.46177,33548,Lutz,FL,11280.0,acres,USA
66722664,550000,"","8801 Riverscape Way, Tampa, FL 33635",4.0,3,2476.0,28.03622,-82.63594,33635,Tampa,FL,8987.0,sqft,USA
44942565,399999,"","3203 Pinellas Pl, Tampa, FL 33619",4.0,3,1886.0,27.918762,-82.36579,33619,Tampa,FL,7004.0,sqft,USA
44895819,550000,"","13834 Cherry Creek Dr, Tampa, FL 33618",3.0,2,1730.0,28.0777,-82.49593,33618,Tampa,FL,8710.0,sqft,USA
45036949,474900,"","8514 N Lynn Ave, Tampa, FL 33604",3.0,2,1456.0,28.028067,-82.46444,33604,Tampa,FL,11500.0,acres,USA
44885443,480000,"","2804 Cedaridge Dr, Tampa, FL 33618",4.0,3,1463.0,28.0992,-82.4899,33618,Tampa,FL,10890.0,acres,USA
459642188,539990,"","12939 N Oregon Ave, Tampa, FL 33612",3.0,2,1642.0,28.065388,-82.47464,33612,Tampa,FL,5500.0,sqft,USA
45076172,549000,"","4601 River Hills Dr, Tampa, FL 33617",3.0,2,1566.0,28.021864,-82.409744,33617,Tampa,FL,23750.0,acres,USA
45065311,349900,"","4735 W Wisconsin Ave, Tampa, FL 33616",3.0,1,1004.0,27.881989,-82.52663,33616,Tampa,FL,7140.0,sqft,USA
45065096,425000,"","4711 Ohio Ave, Tampa, FL 33616",3.0,2,1416.0,27.880373,-82.52411,33616,Tampa,FL,9750.0,sqft,USA
44864072,220000,"","7206 San Luis Ct, Tampa, FL 33634",2.0,1,998.0,28.013844,-82.56074,33634,Tampa,FL,1799.0,sqft,USA
51587225,479900,"","10124 Arbor Run Dr, Tampa, FL 33647",4.0,2,2471.0,28.135893,-82.32711,33647,Tampa,FL,5940.0,sqft,USA
45036675,417000,"","8917 N Highland Ave, Tampa, FL 33604",4.0,3,1960.0,28.032177,-82.46213,33604,Tampa,FL,13100.0,acres,USA
44962015,489000,"","9205 Celebration Ct, Tampa, FL 33647",3.0,3,2181.0,28.128946,-82.34086,33647,Tampa,FL,5508.0,sqft,USA
45041153,475000,"","2122 W Erna Dr, Tampa, FL 33603",3.0,2,1668.0,27.986149,-82.483826,33603,Tampa,FL,10355.0,sqft,USA
44943436,285000,"","5003 S 86th St, Tampa, FL 33619",3.0,2,840.0,27.902802,-82.36252,33619,Tampa,FL,6448.0,sqft,USA
45072698,400000,"","7413 S Obrien St, Tampa, FL 33616",3.0,2,1326.0,27.858677,-82.532875,33616,Tampa,FL,5001.0,sqft,USA
45103775,500000,"","2710 W Nassau St, Tampa, FL 33607",3.0,2,1246.0,27.953358,-82.48804,33607,Tampa,FL,6480.0,sqft,USA
44875122,499000,"","4914 Holiday Dr, Tampa, FL 33615",3.0,2,1758.0,27.992582,-82.5668,33615,Tampa,FL,6789.0,sqft,USA
44873086,435000,"","6107 Cole Dr, Tampa, FL 33634",3.0,2,1158.0,28.002018,-82.553154,33634,Tampa,FL,8775.0,sqft,USA
45035696,299000,"","8911 N Willow Ave, Tampa, FL 33604",3.0,2,972.0,28.031326,-82.47147,33604,Tampa,FL,6450.0,sqft,USA
45032931,329000,"","718 Belt Ct, Tampa, FL 33612",3.0,1,1183.0,28.05229,-82.45261,33612,Tampa,FL,7280.0,sqft,USA
44962093,445000,"","9305 Knightsbridge Ct, Tampa, FL 33647",4.0,2,1564.0,28.130482,-82.338425,33647,Tampa,FL,7150.0,sqft,USA
45083308,269900,"","1915 E Powhatan Ave, Tampa, FL 33610",2.0,1,690.0,27.998562,-82.4376,33610,Tampa,FL,9180.0,sqft,USA
45077490,345000,"","1118 E Linebaugh Ave, Tampa, FL 33612",4.0,2,1342.0,28.040215,-82.4474,33612,Tampa,FL,8162.0,sqft,USA
44864454,520000,"","7404 Clearview Dr, Tampa, FL 33634",3.0,2,1533.0,28.015642,-82.554665,33634,Tampa,FL,9280.0,sqft,USA
60620335,349900,"","10202 N 16th St, Tampa, FL 33612",3.0,2,1200.0,28.041916,-82.44184,33612,Tampa,FL,7100.0,sqft,USA
45064109,425000,"","4702 W Bay View Ave, Tampa, FL 33611",3.0,1,1084.0,27.905396,-82.52275,33611,Tampa,FL,9000.0,sqft,USA
45036915,299900,"","8509 N Hamner Ave, Tampa, FL 33604",2.0,2,720.0,28.027712,-82.46653,33604,Tampa,FL,5750.0,sqft,USA
44875670,374700,"","4928 Stolls Ave, Tampa, FL 33615",3.0,2,1634.0,27.991793,-82.57837,33615,Tampa,FL,7200.0,sqft,USA
45071681,319000,"","4707 W Montgomery Ave, Tampa, FL 33616",3.0,1,925.0,27.878115,-82.523605,33616,Tampa,FL,6789.0,sqft,USA
44884811,484500,"","3304 Red Mulberry Ct, Tampa, FL 33618",4.0,2,1745.0,28.107536,-82.492744,33618,Tampa,FL,5900.0,sqft,USA
45034449,365000,"","2105 W Barclay Rd, Tampa, FL 33612",3.0,1,1300.0,28.038374,-82.48056,33612,Tampa,FL,6500.0,sqft,USA
45034517,384900,"","9328 Forest Hills Dr, Tampa, FL 33612",3.0,2,1120.0,28.036104,-82.47028,33612,Tampa,FL,5950.0,sqft,USA
448760219,450000,"","6617 N 11th St, Tampa, FL 33604",3.0,2,1478.0,28.007639,-82.44788,33604,Tampa,FL,7150.0,sqft,USA
45079387,249900,"","8204 N 10th St, Tampa, FL 33604",3.0,2,840.0,28.022858,-82.44985,33604,Tampa,FL,5000.0,sqft,USA
45074745,469900,"","1907 E 111th Ave, Tampa, FL 33612",4.0,3,1725.0,28.049288,-82.43659,33612,Tampa,FL,8060.0,sqft,USA
44924274,537000,"","16005 Ridley Pl, Tampa, FL 33647",4.0,3,2556.0,28.104683,-82.39634,33647,Tampa,FL,10120.0,sqft,USA
448757912,550000,"","7905 N Greenwood Ave, Tampa, FL 33604",3.0,2,1790.0,28.02121,-82.417175,33604,Tampa,FL,6000.0,sqft,USA
45084173,239000,"","6601 N 30th St, Tampa, FL 33610",2.0,1,650.0,28.008062,-82.42618,33610,Tampa,FL,9490.0,sqft,USA
45096910,319000,"","7102 N 9th St, Tampa, FL 33604",3.0,1,1080.0,28.012651,-82.45013,33604,Tampa,FL,7200.0,sqft,USA
45036990,329900,"","8720 N Dexter Ave, Tampa, FL 33604",3.0,2,1065.0,28.030495,-82.46529,33604,Tampa,FL,5750.0,sqft,USA
44969098,344900,"","4027 Waring Dr, Tampa, FL 33610",3.0,2,1632.0,27.984297,-82.33658,33610,Tampa,FL,7875.0,sqft,USA
45041229,425000,"","911 W Candlewood Ave, Tampa, FL 33603",3.0,2,1655.0,27.994713,-82.46905,33603,Tampa,FL,7152.0,sqft,USA
44869636,550000,"","10733 Drummond Rd, Tampa, FL 33615",3.0,3,2227.0,28.00806,-82.6085,33615,Tampa,FL,7350.0,sqft,USA
45070728,495000,"","6803 S Englewood Ave, Tampa, FL 33611",3.0,2,1640.0,27.869522,-82.50162,33611,Tampa,FL,7150.0,sqft,USA
45041185,550000,"","4713 N Rome Ave, Tampa, FL 33603",3.0,2,1682.0,27.988876,-82.4759,33603,Tampa,FL,15856.0,acres,USA
44938773,325000,"","806 Papaya Dr, Tampa, FL 33619",3.0,2,1360.0,27.942207,-82.374596,33619,Tampa,FL,7776.0,sqft,USA
44935505,385000,"","6416 N 47th St, Tampa, FL 33610",3.0,2,1326.0,28.006388,-82.40629,33610,Tampa,FL,10125.0,sqft,USA
45082934,375000,"","6504 N 21st St, Tampa, FL 33610",3.0,3,1405.0,28.006329,-82.4361,33610,Tampa,FL,7740.0,sqft,USA
2064311389,515000,"","4954 Wild Senna Blvd, Tampa, FL 33619",6.0,3,3362.0,27.906061,-82.37474,33619,Tampa,FL,5500.0,sqft,USA
45067732,467000,"","5210 S Zion St, Tampa, FL 33611",4.0,2,1260.0,27.88846,-82.49041,33611,Tampa,FL,6000.0,sqft,USA
44868733,375000,"","8835 W Patterson St, Tampa, FL 33615",2.0,3,954.0,28.018534,-82.58656,33615,Tampa,FL,6000.0,sqft,USA
45045334,510000,"","4016 W Nassau St, Tampa, FL 33607",4.0,2,2156.0,27.953413,-82.511024,33607,Tampa,FL,5150.0,sqft,USA
45082691,299000,"","8206 N Hillsborough Ln, Tampa, FL 33604",3.0,1,1015.0,28.022987,-82.43861,33604,Tampa,FL,5000.0,sqft,USA
45097339,425000,"","5806 N 9th St, Tampa, FL 33604",3.0,2,1425.0,28.000116,-82.45057,33604,Tampa,FL,7303.0,sqft,USA
45037591,420000,"","8115 N Ola Ave, Tampa, FL 33604",3.0,2,1540.0,28.022442,-82.46313,33604,Tampa,FL,9150.0,sqft,USA
44875029,425000,"","4503 Dreisler St, Tampa, FL 33634",3.0,2,1680.0,27.98296,-82.55401,33634,Tampa,FL,6900.0,sqft,USA
44936561,359900,"","6903 Travis Blvd, Tampa, FL 33610",3.0,3,1347.0,27.993378,-82.37549,33610,Tampa,FL,11925.0,acres,USA
44876618,364900,"","4716 Town N Country Blvd, Tampa, FL 33615",3.0,1,1755.0,27.987629,-82.56925,33615,Tampa,FL,7995.0,sqft,USA
44941577,393000,"","4512 26th Ave S, Tampa, FL 33619",3.0,2,1642.0,27.924713,-82.40665,33619,Tampa,FL,9819.0,sqft,USA
44943118,264900,"","8310 Croton Ave, Tampa, FL 33619",3.0,1,861.0,27.897394,-82.36367,33619,Tampa,FL,7560.0,sqft,USA
45085200,240000,"","3624 E Fern St, Tampa, FL 33610",3.0,1,1070.0,28.005013,-82.418434,33610,Tampa,FL,5550.0,sqft,USA
44905381,409000,"","11720 N Edison Ave, Tampa, FL 33612",3.0,2,1305.0,28.05664,-82.46862,33612,Tampa,FL,6930.0,sqft,USA
44943355,269900,"","4909 S 84th St, Tampa, FL 33619",3.0,1,840.0,27.90283,-82.364105,33619,Tampa,FL,7280.0,sqft,USA
45082436,246900,"","1619 E Marks Dr, Tampa, FL 33604",3.0,1,864.0,28.015865,-82.44125,33604,Tampa,FL,5500.0,sqft,USA
44874652,385000,"","4812 Bonita Vista Dr, Tampa, FL 33634",3.0,3,1558.0,27.989965,-82.55515,33634,Tampa,FL,7700.0,sqft,USA
45084685,351500,"","6411 N 34th St, Tampa, FL 33610",4.0,2,1209.0,28.006315,-82.42213,33610,Tampa,FL,11300.0,acres,USA
44864193,499900,"","7523 Barry Rd, Tampa, FL 33634",4.0,2,1645.0,28.017824,-82.56176,33634,Tampa,FL,8140.0,sqft,USA
45096702,465000,"","1209 E Crenshaw St, Tampa, FL 33604",3.0,3,1462.0,28.015223,-82.44631,33604,Tampa,FL,6325.0,sqft,USA
45101844,480000,"","2308 W Aileen St, Tampa, FL 33607",3.0,2,1312.0,27.96793,-82.48345,33607,Tampa,FL,6.8580864E7,acres,USA
44942362,299000,"","3226 Clifford Sample Dr, Tampa, FL 33619",3.0,2,792.0,27.916834,-82.362175,33619,Tampa,FL,6138.0,sqft,USA
45087620,254000,"","3107 E Osborne Ave, Tampa, FL 33610",3.0,2,1276.0,27.988586,-82.42457,33610,Tampa,FL,4791.0,sqft,USA
44894186,515000,"","202 E 127th Ave, Tampa, FL 33612",3.0,3,2009.0,28.062222,-82.45741,33612,Tampa,FL,22190.0,acres,USA
45044405,439900,"","2213 W Ohio Ave, Tampa, FL 33607",3.0,2,1356.0,27.977457,-82.481544,33607,Tampa,FL,8160.0,sqft,USA
45078843,384777,"","1604 E Waters Ave, Tampa, FL 33604",4.0,3,1996.0,28.025549,-82.440895,33604,Tampa,FL,5460.0,sqft,USA
45088635,354900,"","1706 E Chelsea St, Tampa, FL 33610",3.0,2,1139.0,27.985325,-82.44036,33610,Tampa,FL,6161.0,sqft,USA
44905064,525000,"","13216 Forest Hills Dr, Tampa, FL 33612",4.0,3,1747.0,28.068144,-82.473434,33612,Tampa,FL,12800.0,acres,USA
45039833,465000,"","1510 W Powhatan Ave, Tampa, FL 33603",4.0,3,1610.0,27.999083,-82.475464,33603,Tampa,FL,9938.0,sqft,USA
45035370,384000,"","1503 W Juniper St, Tampa, FL 33604",3.0,2,1444.0,28.032642,-82.47452,33604,Tampa,FL,5960.0,sqft,USA
44939598,229900,"","1703 Warrington Way, Tampa, FL 33619",3.0,2,984.0,27.932262,-82.365524,33619,Tampa,FL,7236.0,sqft,USA
45073144,370000,"","10303 N Myrtle St, Tampa, FL 33617",3.0,2,1750.0,28.042234,-82.39871,33617,Tampa,FL,15000.0,acres,USA
45073724,410000,"","11102 N 28th St, Tampa, FL 33612",3.0,2,1456.0,28.049597,-82.428276,33612,Tampa,FL,7200.0,sqft,USA
44936536,375000,"","5105 Saint Charles Pl, Tampa, FL 33610",3.0,3,1398.0,27.994286,-82.37937,33610,Tampa,FL,14240.0,acres,USA
44873347,380000,"","6813 Tuttle St, Tampa, FL 33634",4.0,3,1175.0,28.002176,-82.55557,33634,Tampa,FL,6000.0,sqft,USA
45074066,299900,"","2317 E 110th Ave, Tampa, FL 33612",4.0,1,1047.0,28.048452,-82.43217,33612,Tampa,FL,6720.0,sqft,USA
82380384,475000,"","1702 W North St, Tampa, FL 33604",3.0,3,1734.0,28.005852,-82.47629,33604,Tampa,FL,5033.0,sqft,USA
45101464,415000,"","3112 W Tampa Bay Blvd, Tampa, FL 33607",3.0,3,1558.0,27.97379,-82.49404,33607,Tampa,FL,4700.0,sqft,USA
64662638,335000,"","8229 Ravencroft Dr, Tampa, FL 33615",3.0,2,1158.0,28.026161,-82.58755,33615,Tampa,FL,4632.0,sqft,USA
457751755,379000,"","4109 Temple Heights Rd, Tampa, FL 33617",3.0,2,1392.0,28.035942,-82.41317,33617,Tampa,FL,6000.0,sqft,USA
82037496,525000,"","12707 Linda Dr, Tampa, FL 33612",3.0,2,1722.0,28.06258,-82.4621,33612,Tampa,FL,25265.0,acres,USA
44933072,374900,"","7819 Chaperon Ct, Temple Terrace, FL 33637",3.0,2,1246.0,28.021103,-82.365135,33637,Temple Terrace,FL,6300.0,sqft,USA
99645882,408000,"","20031 Date Palm Way, Tampa, FL 33647",5.0,4,2180.0,28.160414,-82.323586,33647,Tampa,FL,5054.0,sqft,USA
44876986,399900,"","8012 Dell Dr, Tampa, FL 33615",3.0,2,1334.0,27.9947,-82.57095,33615,Tampa,FL,6300.0,sqft,USA
45073600,430000,"","10418 N Oklawaha Ave, Tampa, FL 33617",3.0,2,1500.0,28.044722,-82.40702,33617,Tampa,FL,4500.0,sqft,USA
44872177,500000,"","7714 W Powhatan Ave, Tampa, FL 33615",6.0,5,1738.0,27.999723,-82.56818,33615,Tampa,FL,6760.0,sqft,USA
44868464,363000,"","9605 Elgin Ct, Tampa, FL 33615",3.0,2,1075.0,28.020151,-82.592224,33615,Tampa,FL,4425.0,sqft,USA
44876918,450000,"","5101 Town N Country Blvd, Tampa, FL 33615",4.0,3,1250.0,27.993736,-82.568634,33615,Tampa,FL,7200.0,sqft,USA
44934043,364900,"","5008 E Cluster Ave, Tampa, FL 33617",3.0,2,1477.0,28.013226,-82.401085,33617,Tampa,FL,9870.0,sqft,USA
45055335,499999,"","4408 W Leona St, Tampa, FL 33629",4.0,3,2358.0,27.915043,-82.51871,33629,Tampa,FL,7383.0,sqft,USA
44876196,535000,"","4710 Shale Pl, Tampa, FL 33615",4.0,2,1970.0,27.98321,-82.57556,33615,Tampa,FL,10449.0,sqft,USA
45087977,413000,"","1712 E Caracas St, Tampa, FL 33610",3.0,2,2136.0,27.99223,-82.44009,33610,Tampa,FL,13015.0,acres,USA
44873919,449000,"","6802 Chippendale Ct, Tampa, FL 33634",3.0,2,1200.0,28.008514,-82.5597,33634,Tampa,FL,9000.0,sqft,USA
45064148,410000,"","4018 S West Shore Blvd, Tampa, FL 33611",3.0,2,1428.0,27.905073,-82.526405,33611,Tampa,FL,8400.0,sqft,USA
45102869,317333,"","1916 W Grace St, Tampa, FL 33607",2.0,1,948.0,27.95258,-82.48025,33607,Tampa,FL,4929.0,sqft,USA
124851226,500000,"","7312 S Morton St, Tampa, FL 33616",3.0,2,1556.0,27.860088,-82.534,33616,Tampa,FL,5000.0,sqft,USA
45097440,335000,"","1407 E Jean St, Tampa, FL 33604",2.0,2,1117.0,28.003988,-82.4443,33604,Tampa,FL,8400.0,sqft,USA
457725687,450000,"","4216 W Euclid Ave, Tampa, FL 33629",3.0,1,1252.0,27.908518,-82.51587,33629,Tampa,FL,8910.0,sqft,USA
45092235,289900,"","6010 N Tampa St, Tampa, FL 33604",3.0,1,871.0,28.002396,-82.46129,33604,Tampa,FL,9000.0,sqft,USA
44875586,490000,"","8705 Tahiti Ln, Tampa, FL 33615",3.0,2,1162.0,27.991898,-82.581245,33615,Tampa,FL,6695.0,sqft,USA
45071942,469000,"","4418 W Prescott St, Tampa, FL 33616",4.0,2,1377.0,27.866844,-82.520386,33616,Tampa,FL,11590.0,acres,USA
44932859,330000,"","7703 Robert E Lee Rd, Tampa, FL 33637",3.0,2,1068.0,28.022974,-82.36798,33637,Tampa,FL,7112.0,sqft,USA
44867309,275500,"","9004 W Cluster Ave, Tampa, FL 33615",2.0,1,933.0,28.013681,-82.58627,33615,Tampa,FL,9760.0,sqft,USA
44961809,479900,"","17704 Nathans Dr, Tampa, FL 33647",3.0,3,1930.0,28.127844,-82.343765,33647,Tampa,FL,7616.0,sqft,USA
332844008,379000,"","10853 Trailing Vine Dr, Tampa, FL 33610",3.0,2,1516.0,27.993599,-82.31835,33610,Tampa,FL,5073.0,sqft,USA
306951359,394990,"","19323 Hawk Valley Dr, Tampa, FL 33647",2.0,2,1792.0,28.162998,-82.31806,33647,Tampa,FL,6835.0,sqft,USA
45082954,399000,"","6501 Julie St, Tampa, FL 33610",3.0,2,1503.0,28.006126,-82.43751,33610,Tampa,FL,8316.0,sqft,USA
45035693,340000,"","8917 N Willow Ave, Tampa, FL 33604",3.0,2,952.0,28.03174,-82.47147,33604,Tampa,FL,6500.0,sqft,USA
45097785,450000,"","6619 N 11th St, Tampa, FL 33604",3.0,2,1478.0,28.007778,-82.44788,33604,Tampa,FL,7150.0,sqft,USA
118278645,549900,"","1705 W Norfolk St, Tampa, FL 33604",3.0,3,2044.0,28.011887,-82.47684,33604,Tampa,FL,5350.0,sqft,USA
45034708,400000,"","1709 W Perio St, Tampa, FL 33612",3.0,2,1308.0,28.037151,-82.476746,33612,Tampa,FL,6500.0,sqft,USA
332845629,375000,"","10945 Trailing Vine Dr, Tampa, FL 33610",3.0,2,1516.0,27.992641,-82.31614,33610,Tampa,FL,5526.0,sqft,USA
45078716,374900,"","8716 N Brooks St, Tampa, FL 33604",3.0,2,1601.0,28.03009,-82.44562,33604,Tampa,FL,10500.0,sqft,USA
44934769,329900,"","6915 Bream St, Tampa, FL 33617",3.0,2,970.0,28.01233,-82.40387,33617,Tampa,FL,11025.0,acres,USA
45083181,325000,"","5813 N 15th St, Tampa, FL 33610",3.0,2,1711.0,28.000689,-82.4427,33610,Tampa,FL,5750.0,sqft,USA
458004806,535000,"","1513 E Knollwood St, Tampa, FL 33610",3.0,2,1491.0,28.00791,-82.44189,33610,Tampa,FL,5750.0,sqft,USA
45040116,325000,"","909 Alicia Ave #1/2, Tampa, FL 33604",3.0,2,1582.0,28.00695,-82.4688,33604,Tampa,FL,8247.0,sqft,USA
454648768,265000,"","1506 S 78th St S, Tampa, FL 33619",3.0,1,1248.0,27.934105,-82.36839,33619,Tampa,FL,7500.0,sqft,USA
45073107,388000,"","10508 N Myrtle St, Tampa, FL 33617",3.0,2,1420.0,28.044586,-82.39924,33617,Tampa,FL,6000.0,sqft,USA
45044945,379900,"","3310 W Beach St, Tampa, FL 33607",2.0,2,1158.0,27.962872,-82.498116,33607,Tampa,FL,5000.0,sqft,USA
44875092,379999,"","7503 W Ellicott St, Tampa, FL 33615",4.0,3,1296.0,27.99216,-82.56391,33615,Tampa,FL,6000.0,sqft,USA
44866401,439000,"","7221 Northbridge Blvd, Tampa, FL 33615",4.0,2,1831.0,28.017504,-82.575905,33615,Tampa,FL,7820.0,sqft,USA
